old_id,slug,title,action
9483,"les-ressources-accessibles-aux-clients","Les ressources accessibles aux clients","create"
9481,"le-materiel-a-remettre-aux-clients-2","Le matériel à remettre aux clients","create"
9480,"le-materiel-a-remettre-aux-clients","Le matériel à remettre aux clients","create"
9479,"les-informations-essentielles-pour-lequipe-du-sac","Les informations essentielles pour l'équipe du SAC","create"
9474,"gestion-des-paiements-et-des-de-ventes","Gestion des paiements et des % de ventes","create"
9381,"de-plus-en-plus-de-liberte","De plus en plus de liberté","create"
9380,"decouvrir-son-nouvel-environnement","Découvrir son nouvel environnement","create"
9373,"gestion-gestion-gestion","Gestion, gestion, gestion","create"
9367,"larrivee-a-la-maison","L'Arrivée à la maison","create"
9350,"premiere-consultation","Première consultation","create"
9348,"mises-a-jour","Mises à jour","create"
9347,"les-avantages-dont-vous-profitez","Les avantages dont vous profitez","create"
9346,"contrats-et-responsabilites","Contrats et responsabilités","create"
9345,"vos-projets-et-interventions-au-coeur-des-ambitions-de-lentreprise","Vos projets et interventions au coeur des ambitions de l'entreprise","create"
9344,"les-projets-a-moyen-et-long-terme","Les projets à moyen et long terme","create"
9343,"histoire-de-lentreprise","Histoire de l'entreprise","create"
9277,"votre-chien-vous-parle-ecoutez-le-et-decodez-le","Votre chien vous parle (woaf!) ! Écoutez-le et décodez-le!","create"
9276,"pourquoi-votre-chien-jappe-t-il","Pourquoi votre chien jappe-t-il?","create"
9275,"reconnaitre-lanxiete-de-separation-et-trouver-un-bon-intervenant","Reconnaître l'anxiété de séparation et trouver un bon intervenant","create"
9274,"les-demandes-dattention","Les demandes d'attention","create"
9273,"les-jappements-de-frustration","Les jappements de frustration","create"
9272,"les-jappements-a-la-fenetre","Les jappements à la fenêtre","create"
9271,"les-jappements-lies-a-lennui","Les jappements liés à l'ennui","create"
9270,"les-jappements-lies-a-la-peur","Les jappements liés à la peur","create"
9269,"lorsque-les-invites-arrivent-a-la-maison","Lorsque les invités arrivent à la maison","create"
9268,"les-jappements-dexcitation-dans-la-voiture","Les jappements d'excitation dans la voiture","create"
9266,"le-mot-de-la-fin-6","Le mot de la fin","create"
9265,"les-techniques-a-eviter","Les techniques à éviter","create"
9264,"videos-dentrainement","Vidéos d'entraînement","create"
9263,"fiches-dentrainement","Fiches récapitulatives d'entraînement","create"
9247,"de-meilleurs-soins-pour-une-vie-plus-longue-et-paisible","De meilleurs soins pour une vie plus longue et paisible","create"
9246,"comment-apprendre-a-notre-chat-a-mettre-ses-pattes-sur-notre-avant-bras-et-converser-la-position","Comment apprendre à notre chat à mettre ses pattes sur notre avant bras et converser la position.","create"
9245,"pourquoi-montrer-a-notre-chat-a-setirer-et-mettre-ses-pattes-sur-notre-avant-bras","Pourquoi montrer à notre chat à s'étirer et mettre ses pattes sur notre avant bras","create"
9244,"apprendre-a-notre-chat-a-aimer-se-faire-brosser-les-dents","Apprendre à  notre chat à aimer se faire brosser les dents","create"
9243,"pourquoi-monter-a-notre-chat-a-montrer-ses-quenottes","Pourquoi monter à notre chat à montrer ses quenottes","create"
9242,"pourquoi-votre-plan-de-conditionnement-ne-fonctionne-pas","Pourquoi votre plan de conditionnement ne fonctionne pas","create"
9241,"pavlov-les-chiens-et-les-minous","Pavlov, les chiens... et les minous","create"
9240,"comment-enseigner-a-votre-chat-a-etre-confortable-la-bedaine-a-lair","Comment enseigner à votre chat à être confortable la bédaine à l'air","create"
9239,"pourquoi-montrer-a-votre-chat-a-avoir-la-bedaine-a-decouvert","Pourquoi montrer à votre chat à avoir la bédaine à découvert","create"
9238,"combiner-des-tours-pour-enseigner-a-votre-chat-a-aller-sur-la-balance","Combiner des tours pour enseigner à votre chat à aller sur la balance","create"
9237,"comment-enseigner-la-restreinte","Comment enseigner la restreinte","create"
9236,"pourquoi-enseigner-la-restreinte","Pourquoi enseigner la restreinte","create"
9235,"attention-donner-les-pattes-et-la-coupe-de-griffes","Attention : Donner les pattes et la coupe de griffes","create"
9234,"comment-enseigner-a-donner-les-pattes","Comment enseigner à donner les pattes","create"
9233,"pourquoi-enseigner-a-donner-les-pattes","Pourquoi enseigner à donner les pattes","create"
9232,"re-bienvenue","Re-bienvenue","create"
9228,"vous-avez-un-probleme-voici-la-strategie","Vous avez un problème, voici la stratégie!","create"
9227,"comment-entrainer-lattention","Comment entraîner le test de consentement","create"
9226,"pourquoi-entrainer-lattention","Pourquoi entraîner votre chat à dire « Oui, encore s'il-vous-plait »","create"
9225,"comment-entrainer-le-rappel-a-son-chat","Comment entraîner le rappel à son chat","create"
9224,"pourquoi-entrainer-le-rappel-a-son-minou","Pourquoi entraîner le rappel à son minou","create"
9223,"comment-entrainer-la-cage-panier-ou-transporteur","Comment entraîner la cage, panier ou transporteur","create"
9222,"pourquoi-entrainer-la-cage-le-panier-ou-le-transporteur","Pourquoi entraîner la cage, le panier ou le transporteur","create"
9221,"comment-entrainer-le-assis","Comment entraîner le Assis","create"
9220,"pourquoi-entrainer-un-assis","Pourquoi entraîner un Assis","create"
9219,"comment-entrainer-la-station","Comment entraîner la station","create"
9218,"pourquoi-entrainer-une-station","Pourquoi entraîner une station","create"
9217,"entrainer-la-cible","Entraîner la cible","create"
9216,"pourquoi-entrainer-la-cible","Pourquoi entraîner la cible?","create"
9214,"un-peu-de-theorie-sur-lentrainement-felin","Un peu de théorie sur l'entraînement félin","create"
9183,"gestion-des-chiens-aggressifs","Gestion des chiens aggressifs","create"
9133,"comment-trouver-un-bon-intervenant-en-comportement-canin-2","Comment trouver un bon intervenant en comportement canin?","create"
8941,"les-declencheurs","Jeux d'attention et techniques de renforcement","create"
8935,"les-declancheurs","Les déclancheurs!","create"
8931,"bonus-des-heures-de-plaisir-avec-la-bebelle","Bonus : Des heures de plaisir avec la bébelle!","create"
8927,"attrape","Bonus : Attrape!","create"
8913,"on-rentre-a-la-maison","On rentre à la maison!","create"
8912,"1-2-3-on-y-va","1, 2, 3, On y va!","create"
8826,"survivre-a-ladolescence-de-son-chiot-2","Survivre à l'adolescence de son chiot","create"
8820,"survivre-a-ladolescence-de-son-chiot","Survivre à l'adolescence de son chiot","create"
8090,"lactivite-sociale","L'activité sociale","create"
7954,"3-un-futur-prometteur","3. Un futur prometteur","create"
7265,"devoirs-semaine-6-3","Devoirs - Semaine 6","create"
7263,"devoirs-semaine-5-3","Devoirs - Semaine 5","create"
7261,"devoirs-semaine-4-3","Devoirs - Semaine 4","create"
7257,"devoirs-semaine-3-3","Devoirs - Semaine 3","create"
7255,"devoirs-semaine-2-3","Devoirs - Semaine 2","create"
7253,"devoirs-semaine-1-3","Devoirs - Semaine 1","create"
6682,"les-distractions-un-aimant-puissant","Les distractions - Un aimant puissant","create"
6680,"les-distractions-la-loi-de-premack","Les distractions - La loi de Premack","create"
6505,"sur-le-collier-et-dans-le-dos","Sur le collier et dans le dos!","create"
6501,"suivre-la-tension-sur-la-laisse-2","Suivre la tension sur la laisse","create"
6476,"exercice-bonus-lousse-lousse-lousse","Exercice bonus : Lousse lousse lousse !","create"
6453,"vos-habiletes-dobservation","Vos habiletés d'observation","create"
6030,"les-odeurs","Les odeurs","create"
6028,"rentrez-a-la-maison","Rentrer à la maison","create"
6026,"les-petites-betes","Les petites bêtes","create"
6025,"les-amis-humains","Les amis humains","create"
6024,"les-amis-canins","Les amis canins","create"
6022,"gauche-et-droite","Gauche et Droite","create"
6015,"beau-temps-mauvais-temps","Beau temps, mauvais temps, une question de santé","create"
6009,"les-equipements-friandises-pochettes-et-contenants","L'équipement - Friandises, pochettes et contenants","create"
5738,"introduction-13","Introduction","create"
5701,"ressources-de-creation-3","Ressources de création","create"
5699,"ressources-de-creation-2","Ressources de création","create"
5696,"ressources-de-creation","Ressources de création","create"
5570,"titres-placements-et-q","Titres, placements et Q","create"
5535,"quest-ce-quune-association","Qu'est-ce qu'une association et une compétition?","create"
5376,"ressources","Ressources","create"
5348,"introduction-12","Introduction","create"
5321,"exercice-10","Exercice #10 - Cache-Bonbon","create"
5307,"hjng","hjng","create"
5305,"test","test","create"
4322,"bonus-cavaletti","bonus: cavalettis","create"
4319,"5-le-salut","5. Le salut","create"
4310,"5-squat","4. Squat","create"
4307,"roule","roule","create"
4305,"introduction-au-fitness-canin","introduction au fitness canin","create"
4304,"le-mot-de-bienvenue","Le mot de bienvenue","create"
3730,"4-faire-le-beau-puis-le-grand-et-revenir-a-la-position-du-beau","3.	Marcher et faire rouler un objet","create"
3729,"3-lever-les-2-pattes-du-meme-cote-2","3.	Lever les 2 pattes du même côté","create"
3728,"2-faire-le-beau-2","2.	Faire le beau","create"
3727,"1-reculer-sur-un-objet-avec-les-pattes-arriere-2","1.	Reculer sur un objet avec les pattes arrière","create"
3725,"3-lever-la-patte-avant-pour-saluer-2","3.	Lever la patte avant pour saluer","create"
3723,"1-donner-la-patte-arriere-as-tu-envie-2","1.	Donner la patte arrière / as-tu envie?","create"
3717,"3-courir-sur-le-coussin-2","3.	Courir sur le coussin","create"
3706,"2-faire-le-beau","2. Faire le beau","create"
3705,"3-lever-les-2-pattes-du-meme-cote","3.	Lever les 2 pattes du même côté","create"
3704,"2-faire-le-beau-puis-le-grand-et-revenir-a-la-position-du-beau","2.	Faire le beau, puis le grand et revenir à la position du beau","create"
3703,"1-reculer-sur-un-objet-avec-les-pattes-arriere","1.	Reculer sur un objet avec les pattes arrière","create"
3702,"4-tenir-un-poteau-avec-la-patte-avant","4.	Tenir un poteau avec la patte avant","create"
3701,"3-lever-la-patte-avant-pour-saluer","3.	Lever la patte avant pour saluer","create"
3700,"2-donner-la-patte-avant-en-position-assise-et-debout","2.	Donner la patte avant en position assise et debout","create"
3699,"1-donner-la-patte-arriere-as-tu-envie","1.	Donner la patte arrière / as-tu envie?","create"
3698,"4-marcher-de-cote","4.	Marcher de côté","create"
3697,"3-se-coucher-de-la-position-debout","3.	Se coucher de la position debout","create"
3696,"2-reculer","2.	Reculer","create"
3695,"1-mettre-les-4-pattes-dans-une-boite-ou-un-bol","1.	Mettre les 4 pattes dans une boite ou un bol","create"
3694,"4-workout-dun-coussin-a-lautre","4.	Workout d’un coussin à l’autre","create"
3693,"3-courir-sur-le-coussin","3.	Courir sur le coussin","create"
3692,"2-se-coucher-de-la-position-debout","2.	Se coucher de la position debout","create"
3691,"1-se-lever-a-la-facon-kick-back-de-la-position-assise","1.	Se lever à la façon « kick back » de la position assise","create"
3690,"4-pivoter-a-gauche-et-a-droite-sur-un-objet","4.	Pivoter à gauche et à droite sur un objet","create"
3689,"3-faire-la-figure-8-entre-les-jambes","3.	Faire la figure 8 entre les jambes","create"
3688,"2-workout-dun-cone-a-lautre","2.	Workout d’un cône à l’autre","create"
3687,"1-tourner-a-gauche-et-a-droite-sur-place","1.	Tourner à gauche et à droite sur place","create"
3686,"4-transferer-le-poids-des-pattes-avant-de-gauche-a-droite","4.	Transférer le poids des pattes avant de gauche à droite","create"
3685,"3-surelever-les-pattes-avant-sur-un-target-ou-un-objet","3.	Surélever les pattes avant sur un target ou un objet","create"
3684,"2-toucher-la-main-avec-le-nez","2.	Toucher la main avec le nez","create"
3683,"1-sasseoir-a-la-facon-tuck-sit","1.	S’asseoir à la façon « tuck sit »","create"
3571,"sommaire-des-informations","Sommaire des informations","create"
3570,"6-2-changement-de-poids","6.2 Changement de poids","create"
3569,"6-1-la-plante-du-pied","6.1 La plante du pied","create"
3568,"8-1-les-tissus-pour-lhiver","8.1 Les tissus pour l'hiver","create"
3545,"7-2-faire-la-transition-au-soulier-minimaliste-2","7.2 Faire la transition au soulier minimaliste","create"
3544,"7-1-comment-choisir-la-bonne-chaussure-2","7.1 Comment choisir la bonne chaussure","create"
3542,"5-4-flexibilite-2","5.4 Flexibilité","create"
3540,"5-3-la-musculation-2","5.3 La musculation","create"
3539,"5-2-positionnement-de-pieds-2","5.2 Positionnement de pieds","create"
3538,"5-1-frequence-de-pas-plus-elevee-2","5.1 Fréquence de pas plus élevée","create"
3537,"4-1-comment-traiter-les-blessures-2","4.1 Comment traiter les blessures","create"
3536,"3-4-7-on-est-ce-que-lon-mange-2","3.4.7 On est ce que l’on mange","create"
3535,"3-4-6-variete-des-activites-variete-des-mouvements-variete-de-stress-2","3.4.6 Variété des activités, variété des mouvements, variété de stress","create"
3534,"3-4-5-la-souplesse-2","3.4.5 La souplesse","create"
3533,"3-4-4-echauffement-le-secret-des-pros-2","3.4.4 Échauffement : le secret des pros","create"
3532,"3-4-3-la-surface-2","3.4.3 La Surface","create"
3531,"3-4-2-efficacite-est-dans-le-rythme-2","3.4.2 Efficacité est dans le rythme","create"
3530,"3-4-1-bien-sentourer-2","3.4.1 Bien s’entourer","create"
3529,"3-3-comment-eviter-les-blessures-2","3.3 Comment éviter les blessures","create"
3528,"3-2-debuter-un-plan-progressif-2","3.2 Débuter un plan progressif","create"
3527,"3-1-anatomie-2","3.1 Anatomie","create"
3526,"2-4-les-etirements-chez-le-chien-2","2.4 Les étirements chez le chien","create"
3525,"2-3-besoin-du-chien-2","2.3 Besoin du chien","create"
3524,"2-2-lentrainement-des-commandes-3","2.2 L’entraînement des commandes","create"
3523,"2-1-differentes-filieres-dentrainements-du-chien-2","2.1 Différentes filières d’entraînements du chien","create"
3522,"1-3lalimentation-2","1.3	L’alimentation","create"
3521,"1-2le-materiel-2","1.2	Le matériel","create"
3520,"1-quest-ce-que-le-canicross-2","1.	Qu’est-ce que le canicross","create"
3519,"7-2-faire-la-transition-au-soulier-minimaliste","7.2 Faire la transition au soulier minimaliste","create"
3518,"7-1-comment-choisir-la-bonne-chaussure","7.1 Comment choisir la bonne chaussure","create"
3517,"5-4-flexibilite","5.4 Flexibilité","create"
3516,"5-3-la-musculation","5.3 La musculation","create"
3515,"5-2-positionnement-de-pieds","5.2 Positionnement de pieds","create"
3514,"5-1-frequence-de-pas-plus-elevee","5.1 Fréquence de pas plus élevée","create"
3513,"4-1-comment-traiter-les-blessures","4.1 Comment traiter les blessures","create"
3512,"3-4-7-on-est-ce-que-lon-mange","3.4.7 On est ce que l’on mange","create"
3511,"3-4-6-variete-des-activites-variete-des-mouvements-variete-de-stress","3.4.6 Variété des activités, variété des mouvements, variété de stress","create"
3510,"3-4-5-la-souplesse","3.4.5 La souplesse","create"
3509,"3-4-4-echauffement-le-secret-des-pros","3.4.4 Échauffement : le secret des pros","create"
3508,"3-4-3-la-surface","3.4.3 La Surface","create"
3507,"3-4-2-efficacite-est-dans-le-rythme","3.4.2 Efficacité est dans le rythme","create"
3506,"3-4-1-bien-sentourer","3.4.1 Bien s’entourer","create"
3505,"3-4-les-regles-dor-pour-eviter-les-blessures","3.4 Les règles d’or pour éviter les blessures","create"
3504,"3-3-comment-eviter-les-blessures","3.3 Comment éviter les blessures","create"
3503,"3-2-debuter-un-plan-progressif","3.2 Débuter un plan progressif","create"
3502,"3-1-anatomie","3.1 Anatomie","create"
3501,"2-4-les-etirements-chez-le-chien","2.4 Les étirements chez le chien","create"
3500,"2-3-besoin-du-chien","2.3 Besoin du chien","create"
3499,"2-2-lentrainement-des-commandes-2","2.2 L’entraînement des commandes","create"
3498,"2-1-differentes-filieres-dentrainements-du-chien","2.1 Différentes filières d’entraînements du chien","create"
3497,"2-2-lentrainement-des-commandes","2.2 L’entraînement des commandes","create"
3495,"differentes-filieres-dentrainements-du-chien","Différentes filières d’entraînements du chien","create"
3494,"1-3lalimentation","1.3	L’alimentation","create"
3493,"1-2le-materiel","1.2	Le matériel","create"
3492,"1-quest-ce-que-le-canicross","1.	Qu’est-ce que le canicross","create"
3082,"reconnaitre-son-nom","Reconnaître son nom","create"
3070,"le-mot-de-la-fin-2","Le mot de la fin","create"
3069,"signaux-de-stress-et-d","Signaux de stress et d'<< apaisements >>","create"
3068,"les-postures","Les postures","create"
3067,"la-queue-3","La queue","create"
3066,"les-oreilles-3","Les oreilles","create"
3065,"les-yeux-3","Les yeux","create"
3064,"comportement-sociaux","Comportement sociaux","create"
3063,"comportement-de-reproduction","Comportement de reproduction","create"
3062,"comportement-de-repos","Comportement de repos","create"
3061,"comportement-alimentaire","Comportement alimentaire","create"
3060,"autres-nuances-en-langage-equin","Autres nuances en langage équin","create"
3059,"introduction-au-langage-equin","Introduction au langage équin","create"
3058,"quelques-exemples-de-la-vie-de-tous-les-jours-2","Les périodes de vie du cheval","create"
3057,"la-loi-de-leffet-2","Le concept de Premack","create"
3056,"un-comportement-predit-une-consequence-conditionnement-operant-2","Un comportement prédit une conséquence (conditionnement opérant)","create"
3055,"un-evenement-en-predit-un-autre-conditionnement-classique-2","Conditionnement classique","create"
3054,"un-cheval-au-box-peut-etre-heureux","Je récompense mon cheval par une caresse et/ou lorsque je relâche les rênes.","create"
3053,"un-cheval-peut-se-sentir-coupable-ou-se-venger","Un cheval peut se sentir coupable ou se venger","create"
3052,"mon-cheval-souhaite-dominer-me-dominer-moi-un-autre-cheval-et-la-terre-entiere","Mon cheval souhaite me dominer ; qu'est-ce que la dominance ?","create"
3051,"la-punition-fonctionne-bien-comme-moyen-deducation-2","Corriger son cheval lorsqu’il manque de respect fonctionne bien","create"
3050,"un-cheval-peut-etre-tetu-et-tester-son-cavalier","Un cheval qui est récompensé par de la nourriture n’apprend pas à travailler pour son cavalier","create"
3048,"apprenons-a-nous-connaitre","Présentation","create"
2941,"mot-de-bienvenue-de-wooki-et-de-leduchateur","Mot de bienvenue de Wooki et de l'Éduchateur","create"
2928,"secteurs-doperation-horaire-et-prix","Secteurs d'opération, horaire et prix","create"
2927,"agrandir-sa-compagnie","Agrandir sa compagnie","create"
2926,"offrir-des-services-speciaux","Offrir des services spéciaux","create"
2925,"se-faire-connaitre","Se faire connaître","create"
2924,"sadapter-a-chaque-chien","S'adapter à chaque chien","create"
2923,"secteurs-doperations-et-horaire","Secteurs d'opérations et horaire","create"
2922,"limportance-de-la-transparence","L'importance de la transparence","create"
2921,"levaluation-des-besoins-du-client","L'évaluation des besoins du client","create"
2920,"autres-problemes","Autres problèmes","create"
2919,"anxiete-de-separation","Anxiété de séparation","create"
2918,"sensibilite-aux-manipulations","Sensibilité aux manipulations","create"
2917,"protection-de-ressource-2","Protection de ressource","create"
2916,"reactivite","Réactivité","create"
2915,"introduction-11","Introduction","create"
2914,"securite-urgence-et-imprevus","Sécurité, urgence et imprévus","create"
2913,"etre-pret-pour-la-saison-2","Être prêt pour la saison","create"
2912,"la-marche-en-laisse-2","La marche en laisse","create"
2911,"larrivee-chez-le-client-2","L'arrivée chez le client","create"
2910,"equipement-2","Équipement","create"
2906,"protection-de-ressource","Protection de ressource","create"
2905,"la-reactivite","Réactivité","create"
2904,"introduction-10","Introduction","create"
2903,"securite-urgences-et-imprevus","Sécurité, urgences et imprévus","create"
2902,"etre-pret-pour-la-saison","Être prêt pour la saison","create"
2901,"la-marche-en-laisse","La marche en laisse","create"
2900,"equipement","Équipement","create"
2899,"larrivee-chez-le-client","L'arrivée chez le client","create"
2898,"ethique-de-travail-et-langage-canin","Éthique de travail et langage canin","create"
2888,"mythes-le-caresse-mordeur-partir-en-vacance","Mythes, le caressé-mordeur-Partir en vacance","create"
2887,"lentrainement-prendre-sa-medication-promener-son-chat-en-laisse","L'entraînement - Prendre sa médication - Promener son chat en laisse","create"
2886,"comment-eduquer-un-chat","Comment éduquer un chat","create"
2885,"presentation-socialisation-et-premiere-nuit","Présentation, socialisation et première nuit","create"
2884,"sante-et-comportements-alimentaires","Santé et comportements alimentaires","create"
2883,"securiser-et-preparer-la-maison","Sécuriser et préparer la maison","create"
2882,"bienvenue-de-wooki-et-leducahteur","Bienvenue de Wooki et de l'Éduchateur","create"
2879,"les-litieres","Les litières","create"
2878,"les-bons-jouets-et-techniques-de-jeu","Les bons jouets et techniques de jeu","create"
2877,"arbre-a-chat-griffoirs-et-les-alternatives-au-degriffage","Arbre-à-chat, griffoirs et les alternatives au dégriffage","create"
2773,"cavage","Quelques autres sports","create"
2767,"exercice-14-desensibilisation-a-leau","Exercice #14 - Préparation aux sauts à l'eau","create"
2766,"exercice-13-les-virages","Exercice #13 - Les virages","create"
2765,"exercice-12-desensibiliser-le-harnais","Exercice #12 - Désensibiliser le harnais","create"
2764,"dock-diving","Dock Diving","create"
2763,"cani-cross-bike-joring-et-traineau-2","Canicross, Bike-joring et Traineau","create"
2761,"cani-cross-bike-joring-et-traineau","Cani-cross, Bike-joring et Traineau","create"
2758,"exercice-10-detection-dodeur","Exercice #11 - Discrimination d'odeur","create"
2757,"brush-et-barn-hunt","Sports Ratiers","create"
2755,"exercice-9-avec-un-frisbee","Exercice #9 - Avec un frisbee","create"
2754,"disc-dog","Disc Dog","create"
2753,"exercice-8-tugging","Exercice #7 - Tugging & Obsession des balles","create"
2752,"exercice-7-retour-sur-les-bases-restreindre-et-saisir-le-collier","Exercice #8 - Retour sur les bases : rappels et manipulations","create"
2751,"socialisation-lieux-bruyants-et-environnements-survoltes","Distractions: lieux bruyants et environnements survoltés","create"
2750,"le-flyball","Le flyball","create"
2749,"exercice-6-cavaletti-et-proprioception","Exercice #6 - Cavaletti, proprioception et cibles","create"
2748,"socialisation-parcours-surfaces-obstacles-etc","Socialisation: parcours! (surfaces, obstacles etc.)","create"
2747,"lagilite","L’agilité","create"
2746,"ipo","Schutzhund / IPO","create"
2743,"exercice-5","Exercice #5 - Slalom & Durée","create"
2742,"freestyle","Freestyle","create"
2741,"rallye-obeissance","Rallye Obéissance","create"
2740,"exercice-4-marche-en-laisse","Exercice #4 - Position de base et marche aux pieds","create"
2739,"obeissance","Obéissance","create"
2738,"exercice-3-rattraper-et-retenir-son-chien","Exercice #3 - Rattraper et retenir son chien","create"
2737,"exercice-2-lauto-controle","Exercice #2 - L’auto-Contrôle","create"
2736,"exercice-1-socialisation","Exercice #1 - Socialisation","create"
2735,"introduction-9","Introduction","create"
2563,"en-conclusion-5","En conclusion","create"
2561,"gestion-des-refus-equin","Gestion ''des refus en équitation ''","create"
2560,"levolution-des-aides-gage-de-delicatesse","L'évolution des aides : gage de délicatesse !","create"
2559,"debuter-la-seance-dans-le-calme-et-integrer-le-r-au-travail-monte","Débuter la séance dans le calme et intégrer le R+ au travail monté","create"
2557,"conditionnement-au-montoir","Conditionnement au montoir : savoir écouter son cheval !","create"
2556,"mettre-la-bride-ou-autres-outils","Mettre la bride ou autres outils","create"
2555,"seller-le-cheval-les-differents-outils","Seller le cheval : les différents outils","create"
2554,"rester-sur-les-chaines-ou-en-est-votre-cheval","Rester sur les chaînes : ou en est votre cheval ?","create"
2553,"rendre-les-outils-dequitation-plus-agreables-des-astuces","Rendre les outils d'équitation plus agréables : des astuces !","create"
2552,"le-conditionnement-classique-peut-jouer-contre-nous","Le conditionnement classique peut jouer contre nous !","create"
2551,"comportements-incompatibles-bien-les-choisir","Comportements incompatibles : bien les choisir !","create"
2550,"proposer-des-jeux-de-pressions","Premack","create"
2549,"renforcer-les-choix-du-cheval-une-relation-saine","Renforcer les choix du cheval : une relation saine !","create"
2548,"debut-dinteraction-avec-votre-cheval-integration-du-focus-et-auto-controle","Début d'interaction avec votre cheval : intégration du focus et auto-contrôle","create"
2547,"mettre-le-licou-en-methode-positive","Mettre le licou en méthode positive","create"
2546,"reduction-des-aversifs-rendre-nos-demandes-plus-plaisante-pour-le-cheval","Réduction des aversifs : rendre nos demandes plus plaisante pour le cheval","create"
2545,"augmenter-la-precision-des-aides-utilisation-dun-marqueur-pour-le-renforcement-negatif","Augmenter la précision des aides : utilisation d'un marqueur pour le renforcement négatif !","create"
2544,"lapprentissage-par-evitement-un-pensez-y-bien","L'apprentissage par évitement : un pensez-y bien !","create"
2543,"integrer-les-exercices-a-lexterieur","Intégrer les exercices à l'extérieur !","create"
2542,"jeux-de-pression-au-clicker","Jeux de pression au clicker","create"
2541,"focus-a-linterieur-auto-controle","Focus à l'intérieur + auto-contrôle","create"
2540,"jeux-de-cible","Jeux de cible","create"
2539,"jeux-dauto-controle","Jeux d'auto-contrôle","create"
2318,"en-conclusion-3","En conclusion","create"
2236,"blala","blala","create"
2237,"balbal","balbal","create"
2176,"jeux-de-pression-avec-renforcement-negatif-et-positif","Jeux de pression avec renforcement négatif et positif","create"
2175,"augmenter-la-comprehension-du-cheval","Augmenter la compréhension du cheval","create"
2174,"le-renforcement-negatif-avec-les-chevaux","Le renforcement négatif avec les chevaux","create"
2173,"exercice-de-focus","Exercice de Focus","create"
2172,"exercice-dauto-controle","Exercice d'auto-contrôle","create"
2171,"exercices-de-target","Exercices de Target","create"
2170,"exercices-au-box-ou-sur-les-chaines","Exercices au box ou sur les chaines","create"
2167,"%e2%80%a2introduction-de-lentrainement-avec-la-nourriture-integration-au-box","•	Introduction de l’entraînement avec la nourriture : intégration au box.","create"
2166,"%e2%80%a2limportance-du-non-verbal-dans-lentrainement-animalier-tiques-dentrainements","•	L’importance du non-verbal dans l’entraînement animalier : tiques d’entraînements.","create"
2164,"%e2%80%a2notion-de-securite","•	Notion de sécurité avec la nourriture en entraînement","create"
2163,"%e2%80%a2mise-en-place-des-marqueurs-clicker-renforcement-negatif","•	Mise en place des marqueurs : clicker, renforcement négatif,","create"
1615,"bienvenue-dans-rappel-express-2","Bienvenue dans Rappel Express","create"
1578,"techniques-de-renforcement","Les techniques de renforcement","create"
1519,"les-bienfaits-des-activites-mentales","Les bienfaits des activités mentales","create"
1328,"semaine-1","Semaine 1","create"
1262,"socialisation-et-langage-canin","Socialisation et langage canin","create"
1257,"jeu-a-trois-cones-avec-chien","Jeu à trois cônes AVEC chien","create"
1251,"jeu-a-trois-cones-sans-chien","Croisé avant avec un cône","create"
1180,"introduction-a-un-troisieme-vehicule","Introduction à un troisième véhicule","create"
1177,"placement-de-la-cache-visible","Placement de la cache visible","create"
1176,"plan-de-recherche-3","Plan de recherche","create"
1162,"cache-surelevee","Cache surélevée","create"
1093,"plan-de-cours","Plan de cours","create"
1088,"choisir-sa-race","Choisir sa race","create"
1078,"devoir-final","Devoir final","create"
964,"premier-tour-dadresse-tournespin","Premier tour d'adresse (tourne/spin)","create"
962,"auto-controle-101","Auto-contrôle 101","create"
905,"exercice-14-choisir-sa-musique","Exercice #14 – Choisir sa musique","create"
902,"exercice-13-enchainement","Exercice #13 – Enchaînement","create"
900,"introduction-8","Introduction","create"
897,"devoir-5","Devoir 5","create"
894,"exercice-12-quatre-pattes-dans-le-pot","Exercice #12 – Quatre pattes dans le pot","create"
888,"exercice-11-saute","Exercice #11 – Saute","create"
886,"exercice-10-deplacer-les-trucs-dans-lespace","Exercice #10 – Déplacer les trucs dans l’espace","create"
884,"troisieme-d-distraction","Troisième D – Distraction","create"
882,"introduction-7","Introduction","create"
871,"devoir-4","Devoir 4","create"
869,"exercice-9-relacher","Exercice #9 – Relâcher (Release)","create"
865,"exercice-8-rester","Exercice #8 – Rester","create"
862,"deuxieme-d-distance-2","Deuxième D – Distance","create"
859,"exercice-7-reculer-2","Exercice #7 – Reculer","create"
856,"introduction-6","Introduction","create"
854,"devoir-3-3","Devoir 3","create"
852,"introduction-5","Introduction","create"
848,"devoir-3-2","Devoir 3","create"
846,"exercice-6-conscience-des-pattes-arrieres-2","Exercice #6 – Conscience des pattes arrières","create"
844,"exercice-5-slalom-2","Exercice #5 – Slalom","create"
842,"reduction-2","Réduction","create"
840,"introduction-4","Introduction","create"
837,"deuxieme-d-distance","Deuxième D – Distance","create"
833,"exercice-7-reculer","Exercice #7 – Reculer","create"
831,"introduction-3","Introduction","create"
827,"devoir-3","Devoir #3","create"
825,"exercice-6-conscience-des-pattes-arrieres","Exercice #6 – Conscience des pattes arrières","create"
813,"exercice-5-slalom","Exercice #5 – Slalom","create"
811,"reduction","Réduction","create"
809,"introduction-2","Introduction","create"
801,"devoir-2","Devoir 2","create"
799,"les-trois-d-distraction-duree-distance","Les Trois D – Durée","create"
795,"exercice-3-deplacer-la-cible-2","Exercice #3 – Déplacer la cible","create"
